CODES,DESCRIPTION,UNIT_1_TAX,UNIT_2_TAX,UNIT_3_TAX,UNIT,WEIGHT,STD,IM_STD,EX_STD
1012100003,"Live horses, pure-bred breeding animals",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,HED,KGM,,401 B01 ,441 B01 
1012900005,Other live horses,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,HED,KGM,,B01 ,B01 
1013000002,Live asses,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,HED,KGM,,B01 ,B01 
1019000009,live mules and hinnies,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,HED,KGM,,B01 ,B01 
1022100002,"Live cattle, pure-bred breeding animals",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,HED,KGM,,401 B01 ,441 B01 
1022900004,Other live cattle,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,HED,KGM,,B01 MW0 ,B01 
1023100000,"Live buffalo, pure-bred breeding animals",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,HED,KGM,,401 B01 ,441 B01 
1023900002,Other live  buffalo,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,HED,KGM,,B01 MW0 ,B01 
1029010006,"Other live bovine animals, pure-bred breeding animals",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,HED,KGM,,401 B01 ,441 B01 
1029090009,Other live bovine animals,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,HED,KGM,,B01 MW0 ,B01 
1031000004,"Live swine, pure-bred breeding animals",2.5 PERCENT,"0 PERCENT (LDCs,PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,HED,KGM,,401 B01,441 B01 
1039100006,"Live swine, weighing less than 50 kg, other than pure-bred breeding animals",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,HED,KGM,R ,B01 MW0,B01 
1039200005,"Live swine, weighing 50 kg or more, other than pure-bred breeding animals",5 PERCENT,"0 PERCENT (LDCs,PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,HED,KGM,R ,B01 MW0,B01 
1041000003,Live sheep,8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,HED,KGM,,B01,B01 
1042000109,"Live goats, pure-bred breeding animals",8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,HED,KGM,,401 B01,441 B01 
1042000207,"Live goats, other than pure-bred breeding animals",8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,HED,KGM,,B01 MW0,B01 
1051110009,"Live fowls, pure-bred breeding animals, weighing not more than 185 g",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,N ,401 B01,441 B01 
1051120007,"Live fowls, other than pure-bred breeding animals, weighing not more than 185 g",4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01 MW0,B01 
1051210008,"Live turkeys, pure-bred breeding animals, weighing not more than 185 g",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,N ,401 B01,441 B01 
1051220006,"Live turkeys, other than pure-bred breeding animals, weighing not more than 185 g",4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01,B01 
1051310007,"Live ducks, pure-bred breeding animals, weighing not more than 185 g",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,N ,401 B01 ,441 B01 
1051390000,"Live ducks, other than pure-bred breeding animals, weighing not more than 185 g",4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01 MW0 ,B01 
1051410006,"Live geese,  pure-bred breeding animals, weighing not more than 185 g",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,N ,401 B01 ,441 B01 
1051490009,"Live geese, other than pure-bred breeding animals, weighing not more than 185 g",4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01 MW0 ,B01 
1051510005,"Live guinea fowls, pure-bred breeding animals, weighing not more than 185 g",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,N ,401 B01 ,441 B01 
1051590008,"Live guinea fowls, other than pure-bred breeding animals, weighing not more than 185 g",4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01 MW0 ,B01 
1059410009,"Live fowls of the species Gallus domesticus, pure-bred breeding animals, weighing more than 185 g",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,N ,401 B01 ,441 B01 
1059420007,"Live fowls of the species Gallus domesticus, other than pure-bred breeding animals weighing more than 185 g",4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01 MW0 ,B01 
1059910004,"Live ducks, geese, turkeys, guinea fowls, pure-bred breeding animals, weighing more than 185 g",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,N ,401 B01,441 B01 
1059920002,"Live ducks, geese, turkeys, guinea fowls, other than pure-bred breeding animals, weighing more than 185 g",4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01 MW0,B01 
1061100108,Formosan macaque (Macaca cyclopis),12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,
1061100901,Other mammals of the order Primates,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 ,
1061210007,"Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia)",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,,
1061220005,"Seals, sea lions and walruses (mammals of the suborder Pinn ipedia)",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,,
1061300008,Live camels and other camelids (Camelidae),12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 ,B01 
1061410005,Live rabbits and hares (used for human food),8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01 ,
1061490008,Other live rabbits and hares,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,HED,KGM,,B01 ,
1061910215,"Deer, pure-bred breeding animals",8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,401 B01,441 B01 
1061910224,"Deer, other than pure-bred breeding animals",8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01,B01 
1061910901,Other livestock (used for human food),8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,B01,B01 
1061920115,"Pit Bull Terrier:American Pit Bull Terrier(or American Pit Bull), American Staffordshire Terrier",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,HED,KGM,,111 B01 MW0 ,
1061920197,"Other Dogs, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,HED,KGM,,B01 MW0 ,
1061920204,"Cats, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,HED,KGM,,B01 MW0,
1061920909,Other livestock,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,HED,KGM,,B01 MW0,B01 
1061930006,"Other aquatic animals, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,,
1061940111,"Tigers, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,
1061940120,"Lions, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,
1061940139,"Leopard, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,
1061940148,"Bears, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,
1061940157,"Elephants, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1061940175,"Giraffe, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1061940184,"Rhinocero, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1061940193,Raccoon (Procyon lotor),12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1061940219,"Squirrels, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,
1061940228,"Kangaroo, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,
1061940237,Myocastoridae spp.,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,111
1061940308,"Hippopotami, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1061940406,"Deer, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1061940905,"Other wild animals, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1061990003,Other mammals,9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1062010114,"Malayopython reticulatus, Python bivittatus, Python natalensis, Python sebae",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062010123,Eunectes spp.,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062010132,Boiga irregularis,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062010141,Viperidae spp.,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062010150,Elapidae spp.,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062010999,Other snakes,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
1062020103,"Soft-shell turtle (terrapin), live, and fry",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,F02 ,
1062020210,"Leopard tortoise (Stigmochelys pardalis) including their sub-species, live",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 ,
1062020229,"African spurred tortoise (Geochelone sulcata) including their sub-species, live",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 ,
1062020238,"Bell's hinge-back tortoise (kinixys belliana) including their sub-species, live",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 ,
1062020292,"Other tortoise (Testudinidae), live",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
1062020318,"Trachemys scripta, Pseudemys nelsoni (Both except the captive bred morphs such as albino, yellow, and black types)",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062020327,Chelydridae spp.,9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062020906,"Other turtles and tortoises, live",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,L* ,,
1062090215,Anolis spp.,9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062090224,"Physignathus cocincinus, Agama agama, Agama picticauda",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062090233,"Gekko reevesii, Gekko gecko, Gekko monarchus",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062090242,Salvator merianae (except the captive bred albino morph),9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062090251,"Ctenosaura similis, Iguana spp.",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111,
1062090901,Other live reptiles,9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
1063100006,Birds of prey,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 MW0,B01 
1063200005,"Psittaciformes (including parrots, parakeets, macaws and cockatoos)",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063300102,"Live ostriches; emus, pure-bred breeding animals",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,401 B01 ,441 B01 
1063300200,Other live ostriches; emus,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 ,B01 
1063900124,"Bengalese, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900133,"Canary, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900142,"Parson finch, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900151,"Rufans tailed finch, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900160,"Java sparrow, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900179,"Gouldian finch, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900213,"Zebra finch, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900222,"Pigeons, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900231,"Quails, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1063900302,"Other poultry, live (excluding live poultry of heading 01.05)",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 MW0 ,B01 
1063900311,Urocissa erythrorhyncha,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900320,Threskiornis aethiopicus,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900339,Geopelia striata,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900348,Phasianus colchicus,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900357,Cyanopica cyanus,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900366,"Copsychus malabaricus, Copsychus saularis",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900375,"Garrulax canorus, Pterorhinus sannio, Pterorhinus perspicillatus, Pterorhinus chinensis, Garrulax vassali",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900384,"Sturnia malabarica, Aplonis panayensis, Acridotheres burmannicus , Acridotheres javanicus, Acridotheres fuscus, Acridotheres tristis, Acridotheres grandis, Gracupica nigricollis",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900393,Ploceidae spp.,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900419,Pycnonotus jocosus,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900428,Vidua macroura,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900437,"Lonchura oryzivora, Lonchura maja, Euodice malabarica, Estrilda astrild, Estrilda melpoda",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900446,Zosterops spp.,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,B01 
1063900909,"Other birds, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01,B01 
1064100004,"Bees, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 ,
1064900104,"Dicronorhina spp.,Eudicella spp.,Cyprolais spp.,Dicranocephalus spp.,Oryctes spp.,Cheirotonus spp.",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,
1064900113,Thaumastopeus shangaicus,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,
1064900202,"Stag beetles (Dorcus spp., Aegus spp., Prosopocoilus spp.)",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,
1064900300,"Messor spp., Camponotus spp., Tetraponera spp., Mystrium spp., Gnamptogenys spp., Dolichoderus spp., Technomyrmex spp., Atta spp., Acromyrmex spp., Harpegnathos spp., Myrmecocystus spp., Iridomyrmex spp., Pogonomyrmex spp., Pheidole spp., Pseudoneoponera spp., Aphaenogaster spp., Polyrhachis spp., Oecophylla spp., Formica spp., Odontomachus spp., Anochetus spp., Diacamma spp., Odontoponera spp.",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,
1064900408,Sagra femorata,12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,
1064900505,"Neodanuria spp., Iris spp., Galinthias spp., Amantis spp., Theopompa spp., Acromantis spp., Astyiasula spp. , Odontomantis spp., Phyllothelys spp., Anaxarcha spp., Hierodula spp., Mantis spp., Mesopteryx spp., Statilia spp., Tenodera spp., Hierodulella spp., Oxyopsis spp., Pseudomantis spp., Sphodromantis spp., Stagmomantis spp., Archimantis spp., Miomantis caffra, Cilnia humeralis, Taumantis spp., Miomantis spp., Macromantis hyalina, Ischnomantis spp., Oligonicella spp.",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,111 B01 ,
1064900907,"Other insects, live",12.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,B01 ,
1069000111,"Kaloula spp., Eleutherodactylus spp., Rhinella marina, Polypedates spp., Osteopilus septentrionalis",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,BZ)",15 PERCENT,,KGM,,111,
1069000193,"Other frogs, live, and fry",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,BZ)",15 PERCENT,,KGM,,,
1069000200,"Pontoscolex spp., Eukerria saltensis, Aporrectodea caliginosa, Aporrectodea trapezoides, Dendrobaena octaedra, Lumbricus castaneus, Lumbricus friendi, Lumbricus rubellus, Lumbricus terrestris, Octolasion cyaneum, Octolasion lacteum, Amynthas agrestis, Amynthas loveridgei, Amynthas rodericensis, Amynthas tokioensis, Metaphire hilgendorfi, Eudrilus eugeniae",9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,BZ)",15 PERCENT,,KGM,,111,
1069000308,Buthidae spp.,9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,BZ)",15 PERCENT,,KGM,,111,
1069000406,Latrodectus spp.,9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,BZ)",15 PERCENT,,KGM,,111,
1069000905,Other live animals,9 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,BZ)",15 PERCENT,,KGM,,B01 ,
2011010003,"Special quality carcasses and half-carcasses of bovine animals, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,SZ,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2011090006,"Other carcasses and half-carcasses of bovine animals, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,SZ,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2012010001,"Special quality beef quarter-carcasses and cuts of steaks (rib, loins, sirloins, rump), of bovine animals, with bone in, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,SZ,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2012020009,"Prime or choice grade shin/shank, short plate, brisket, ribs, rib finger, of bovine animals, with bone in, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,SZ,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2012090102,"Cuts of steaks (rib, loin, sirloin, rump), of bovine animals, with bone in, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,SZ,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2012090200,"Other shin/shank, short plate, brisket, ribs, rib finger, of bovine animals, with bone in, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,SZ,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2012090905,"Other cuts of bovine animals, with bone in, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,SZ,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2013010107,"Ground meat from special quality beef quarter-carcasses and cuts of steaks (rib, loins, sirloins, rump), of bovine animals, boneless, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,PY,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2013010900,"Other special quality beef quarter-carcasses and cuts of steaks (rib, loins, sirloins, rump), of bovine animals, boneless, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,PY,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2013020105,"Ground meat from prime or choice grade shin/shank, short plate, brisket, ribs, rib finger, of bovine animals, boneless, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,PY,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2013020908,"Other prime or choice grade shin/shank, short plate, brisket, ribs, rib finger, of bovine animals, boneless, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,PY,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2013090100,"Other cuts of steaks (rib, loin, fillet, sirloin, rump), of bovine animals, boneless, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,PY,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2013090208,"Other shin/shank, intercostals, short plate, brisket, ribs, rib finger, thin flank, of bovine animals, boneless, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,PY,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2013090306,"Ground meat from other meat of bovine animals, boneless, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,PY,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2013090903,"Other meat of bovine animals, boneless, fresh or chilled",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,PY,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2021010002,"Special quality carcasses and half-carcasses of bovine animals, frozen",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
2021090005,"Other carcasses and half-carcasses of bovine animals, frozen",NT DOLLAR10/KGM,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,BZ)",NT DOLLAR38/KGM or 30 PERCENT whichever is higher,,KGM,D* ,B01 F01 MW0 ,
